num_expediente,fecha,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S000001,2024-01-01T01:20:00Z,AUTOV. M-30 08NL00,08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,false,false
2024S000001,2024-01-01T01:20:00Z,AUTOV. M-30 08NL00,08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,false,false
2024S000001,2024-01-01T01:20:00Z,AUTOV. M-30 08NL00,08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,false,false
2024S000001,2024-01-01T01:20:00Z,AUTOV. M-30 08NL00,08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,false,false
2024S000002,2024-01-01T02:45:00Z,CALL. PUERTO ALTO 48,48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,0,Desconocido,443248.639,4471571.066,true,false
2024S000002,2024-01-01T02:45:00Z,CALL. PUERTO ALTO 48,48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,443248.639,4471571.066,false,false
2024S000002,2024-01-01T02:45:00Z,CALL. PUERTO ALTO 48,48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,443248.639,4471571.066,false,false
2024S000002,2024-01-01T02:45:00Z,CALL. PUERTO ALTO 48,48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,443248.639,4471571.066,false,false
2024S000004,2024-01-01T02:00:00Z,AVDA. DOCTOR GARCIA TAPIA 64,64,14,MORATALAZ,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 18 a 20 años,Mujer,0,Desconocido,444512.986,4473729.076,false,false
2024S000004,2024-01-01T02:00:00Z,AVDA. DOCTOR GARCIA TAPIA 64,64,14,MORATALAZ,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,0,Desconocido,444512.986,4473729.076,false,false
2024S000005,2024-01-01T02:45:00Z,AVDA. POBLADOS 80,80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,436808.87,4469483.778,true,false
2024S000005,2024-01-01T02:45:00Z,AVDA. POBLADOS 80,80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,436808.87,4469483.778,false,false
2024S000005,2024-01-01T02:45:00Z,AVDA. POBLADOS 80,80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,436808.87,4469483.778,false,false
2024S000010,2024-01-01T07:20:00Z,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,1,1,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,440192.679,4474773.26,false,false
2024S000010,2024-01-01T07:20:00Z,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,1,1,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,440192.679,4474773.26,false,false
2024S000012,2024-01-01T08:05:00Z,CALL. MARIA ODIAGA 20,20,11,CARABANCHEL,Colisión lateral,Se desconoce,Turismo,Conductor,De 25 a 29 años,Hombre,0,Desconocido,437001.874,4470045.546,false,false
2024S000012,2024-01-01T08:05:00Z,CALL. MARIA ODIAGA 20,20,11,CARABANCHEL,Colisión lateral,Se desconoce,Turismo,Conductor,De 30 a 34 años,Mujer,0,Desconocido,437001.874,4470045.546,false,false
2024S000013,2024-01-01T07:35:00Z,CALL. CONDE DE PEÑALVER / CALL. PADILLA,64,4,SALAMANCA,Atropello a persona,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,442700.31,4475969.738,false,false
2024S000013,2024-01-01T07:35:00Z,CALL. CONDE DE PEÑALVER / CALL. PADILLA,64,4,SALAMANCA,Atropello a persona,Despejado,Turismo,Peatón,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442700.31,4475969.738,false,false
2024S000015,2024-01-01T07:35:00Z,PASEO. CASTELLANA 33,33,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441548.551,4475930.63,false,false
2024S000015,2024-01-01T07:35:00Z,PASEO. CASTELLANA 33,33,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,VMU eléctrico,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,441548.551,4475930.63,true,false
2024S000018,2024-01-01T07:40:00Z,CALL. SANCHEZ PRECIADO 41,41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Furgoneta,Conductor,Desconocido,Desconocido,0,Desconocido,439703.142,4479106.448,false,false
2024S000018,2024-01-01T07:40:00Z,CALL. SANCHEZ PRECIADO 41,41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,439703.142,4479106.448,false,false
2024S000018,2024-01-01T07:40:00Z,CALL. SANCHEZ PRECIADO 41,41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,439703.142,4479106.448,false,false
2024S000018,2024-01-01T07:40:00Z,CALL. SANCHEZ PRECIADO 41,41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,439703.142,4479106.448,false,false
2024S000022,2024-01-01T12:25:00Z,CALL. SERRANO 203,203,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Motocicleta > 125cc,Conductor,De 30 a 34 años,Hombre,0,Desconocido,442267.627,4478258.082,false,false
2024S000022,2024-01-01T12:25:00Z,CALL. SERRANO 203,203,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,0,Desconocido,442267.627,4478258.082,false,false
2024S000025,2024-01-01T15:45:00Z,CALL. GENERAL RICARDOS / CALL. PARRA,159,11,CARABANCHEL,Alcance,Despejado,Autobús,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,437822.093,4471072.507,false,false
2024S000025,2024-01-01T15:45:00Z,CALL. GENERAL RICARDOS / CALL. PARRA,159,11,CARABANCHEL,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,437822.093,4471072.507,false,false
2024S000027,2024-01-01T16:30:00Z,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,2,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437731.537,4470986.332,false,false
2024S000027,2024-01-01T16:30:00Z,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,2,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,437731.537,4470986.332,false,false
2024S000028,2024-01-01T16:30:00Z,CALL. AURORA IGLESIAS 11,11,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,0,Desconocido,443496.334,4472304.961,true,false
2024S000029,2024-01-01T16:35:00Z,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,7,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447084.032,4472971.824,false,false
2024S000029,2024-01-01T16:35:00Z,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,7,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,447084.032,4472971.824,false,false
2024S000032,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,false,false
2024S000032,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,false,false
2024S000033,2024-01-01T15:15:00Z,CALL. ALMERIA 8,8,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,0,Desconocido,443832.086,4475666.662,false,false
2024S000033,2024-01-01T15:15:00Z,CALL. ALMERIA 8,8,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,0,Desconocido,443832.086,4475666.662,false,false
2024S000034,2024-01-01T19:30:00Z,CALL. ISAAC PERAL 32,32,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,439124.541,4476636.545,false,false
2024S000034,2024-01-01T19:30:00Z,CALL. ISAAC PERAL 32,32,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,439124.541,4476636.545,false,false
2024S000034,2024-01-01T19:30:00Z,CALL. ISAAC PERAL 32,32,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,Más de 74 años,Mujer,0,Desconocido,439124.541,4476636.545,false,false
2024S000035,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,448374.924,4472779.044,true,false
2024S000035,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,448374.924,4472779.044,false,false
2024S000035,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,448374.924,4472779.044,false,false
2024S000035,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,448374.924,4472779.044,false,false
2024S000035,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,448374.924,4472779.044,false,false
2024S000035,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,448374.924,4472779.044,false,false
2024S000037,2024-01-01T20:00:00Z,CALL. LA CABRERA / CALL. CANDIDO MATEOS,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,439122.081,4480402.894,false,false
2024S000037,2024-01-01T20:00:00Z,CALL. LA CABRERA / CALL. CANDIDO MATEOS,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,VMU eléctrico,Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439122.081,4480402.894,false,false
2024S000038,2024-01-01T21:05:00Z,AVDA. PLANETARIO 36,36,2,ARGANZUELA,Alcance,Se desconoce,Furgoneta,Conductor,Desconocido,Desconocido,0,Desconocido,441696.622,4471195.697,false,false
2024S000038,2024-01-01T21:05:00Z,AVDA. PLANETARIO 36,36,2,ARGANZUELA,Alcance,Se desconoce,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441696.622,4471195.697,false,false
2024S000039,2024-01-01T22:05:00Z,AVDA. MENENDEZ PELAYO 20,20,3,RETIRO,Colisión lateral,Despejado,Furgoneta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,442360.904,4473140.67,false,false
2024S000039,2024-01-01T22:05:00Z,AVDA. MENENDEZ PELAYO 20,20,3,RETIRO,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442360.904,4473140.67,false,false
2024S000041,2024-01-01T23:30:00Z,AVDA. LOS ROSALES / CALL. CORINDON,19,12,USERA,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,0,Desconocido,441384.888,4468726.005,false,false
2024S000041,2024-01-01T23:30:00Z,AVDA. LOS ROSALES / CALL. CORINDON,19,12,USERA,Alcance,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,0,Desconocido,441384.888,4468726.005,false,false
2024S000042,2024-01-01T22:55:00Z,CALL. MENDEZ ALVARO 16,16,2,ARGANZUELA,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441302.198,4473059.789,false,false
2024S000042,2024-01-01T22:55:00Z,CALL. MENDEZ ALVARO 16,16,2,ARGANZUELA,Atropello a persona,Despejado,Turismo,Peatón,De 21 a 24 años,Mujer,0,Desconocido,441302.198,4473059.789,false,false
2024S000044,2024-01-01T23:35:00Z,CALL. JOSE ORTEGA Y GASSET 98,98,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Sin especificar,Conductor,Desconocido,Desconocido,0,Desconocido,443064.769,4475662.3,false,false
2024S000044,2024-01-01T23:35:00Z,CALL. JOSE ORTEGA Y GASSET 98,98,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Todo terreno,Conductor,De 45 a 49 años,Mujer,0,Desconocido,443064.769,4475662.3,false,false
2024S000054,2024-01-01T11:10:00Z,CALL. PAMPLONA 15,15,6,TETUÁN,Colisión lateral,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,0,Desconocido,440234.173,4478376.188,false,false
2024S000054,2024-01-01T11:10:00Z,CALL. PAMPLONA 15,15,6,TETUÁN,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,0,Desconocido,440234.173,4478376.188,false,false
2024S000070,2024-01-01T22:02:00Z,CALL. MARSELLA / CALL. ZURICH,29,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Otros vehículos sin motor,Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,448269.717,4474626.41,false,false
2024S000070,2024-01-01T22:02:00Z,CALL. MARSELLA / CALL. ZURICH,29,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,448269.717,4474626.41,false,false
2024S000045,2024-02-01T06:20:00Z,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,2,5,CHAMARTÍN,Colisión lateral,Despejado,Camión rígido,Conductor,De 45 a 49 años,Hombre,0,Desconocido,441829.203,4480261.003,false,false
2024S000045,2024-02-01T06:20:00Z,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,2,5,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441829.203,4480261.003,false,false
2024S000053,2024-02-01T07:30:00Z,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,false,false
2024S000053,2024-02-01T07:30:00Z,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Peatón,De 50 a 54 años,Mujer,3,Ingreso superior a 24 horas,445775.097,4469683.604,false,false
2024S000055,2024-02-01T09:15:00Z,PASEO. IMPERIAL 20,20,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Camión rígido,Conductor,De 65 a 69 años,Hombre,0,Desconocido,439146.537,4473244.982,false,false
2024S000055,2024-02-01T09:15:00Z,PASEO. IMPERIAL 20,20,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,0,Desconocido,439146.537,4473244.982,false,false
2024S000056,2024-02-01T07:54:00Z,AEROP. TERMINAL T-4 LLEGADAS LINEA DE TAXIS,0,21,BARAJAS,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,449848.973,4482595.779,false,false
2024S000056,2024-02-01T07:54:00Z,AEROP. TERMINAL T-4 LLEGADAS LINEA DE TAXIS,0,21,BARAJAS,Atropello a persona,Despejado,Turismo,Peatón,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,449848.973,4482595.779,false,false
2024S000057,2024-02-01T09:20:00Z,PASEO. EXTREMADURA 302,302,10,LATINA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,435233.897,4472479.716,false,false
2024S000057,2024-02-01T09:20:00Z,PASEO. EXTREMADURA 302,302,10,LATINA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,435233.897,4472479.716,true,false
2024S000058,2024-02-01T09:45:00Z,GTA. LOZARES / AVDA. REAL DE PINTO,0,17,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,439897.376,4465732.64,false,false
2024S000061,2024-02-01T09:07:00Z,AVDA. CARDENAL HERRERA ORIA / AUTOV. M-607,83,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,Se desconoce,Turismo,Conductor,De 25 a 29 años,Hombre,0,Desconocido,440792.866,4482314.924,false,false
2024S000062,2024-02-01T11:20:00Z,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,4,21,BARAJAS,Alcance,Despejado,Motocicleta > 125cc,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,450731.231,4478203.726,false,false
2024S000062,2024-02-01T11:20:00Z,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,4,21,BARAJAS,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,450731.231,4478203.726,false,false
2024S000064,2024-02-01T10:30:00Z,CALL. CLAUDIO COELLO 55,55,4,SALAMANCA,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 65 a 69 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441787.522,4475429.946,false,false
2024S000064,2024-02-01T10:30:00Z,CALL. CLAUDIO COELLO 55,55,4,SALAMANCA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 70 a 74 años,Mujer,14,Sin asistencia sanitaria,441787.522,4475429.946,false,false
2024S000064,2024-02-01T10:30:00Z,CALL. CLAUDIO COELLO 55,55,4,SALAMANCA,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,441787.522,4475429.946,false,false
2024S000065,2024-02-01T11:50:00Z,PASEO. VIRGEN DEL PUERTO 4,4,1,CENTRO,Alcance,Despejado,Furgoneta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438799.899,4473956.117,false,false
2024S000065,2024-02-01T11:50:00Z,PASEO. VIRGEN DEL PUERTO 4,4,1,CENTRO,Alcance,Despejado,Maquinaria de obras,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438799.899,4473956.117,false,false
2024S000066,2024-02-01T12:25:00Z,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,567,20,SAN BLAS-CANILLEJAS,Alcance,Nublado,Motocicleta hasta 125cc,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,447696.484,4477203.645,false,false
2024S000066,2024-02-01T12:25:00Z,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,567,20,SAN BLAS-CANILLEJAS,Alcance,Nublado,Motocicleta hasta 125cc,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,447696.484,4477203.645,false,false
2024S000066,2024-02-01T12:25:00Z,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,567,20,SAN BLAS-CANILLEJAS,Alcance,Nublado,Todo terreno,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,447696.484,4477203.645,false,false
2024S000068,2024-02-01T13:30:00Z,CALL. CERRO DE LA ALCAZABA 11,11,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,0,Desconocido,442997.067,4470674.756,false,false
2024S000068,2024-02-01T13:30:00Z,CALL. CERRO DE LA ALCAZABA 11,11,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,Más de 74 años,Hombre,0,Desconocido,442997.067,4470674.756,false,false
2024S000071,2024-02-01T16:15:00Z,CALL. SAN ANTOLIN 1,1,11,CARABANCHEL,Colisión lateral,Se desconoce,Turismo,Conductor,De 50 a 54 años,Hombre,0,Desconocido,436451.122,4470140.781,false,false
2024S000071,2024-02-01T16:15:00Z,CALL. SAN ANTOLIN 1,1,11,CARABANCHEL,Colisión lateral,Se desconoce,Turismo,Conductor,De 70 a 74 años,Hombre,0,Desconocido,436451.122,4470140.781,false,false
2024S000075,2024-02-01T17:30:00Z,CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN / CALL. CARAMUEL,4,10,LATINA,Caída,Lluvia débil,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,438057.187,4472792.298,false,false
2024S000076,2024-02-01T17:50:00Z,CALL. GENERAL RICARDOS / CALL. SAN PATRICIO,107,11,CARABANCHEL,Colisión fronto-lateral,Lluvia débil,Autobús articulado,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,438402.26,4471551.978,false,false
2024S000076,2024-02-01T17:50:00Z,CALL. GENERAL RICARDOS / CALL. SAN PATRICIO,107,11,CARABANCHEL,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,438402.26,4471551.978,false,false
2024S000076,2024-02-01T17:50:00Z,CALL. GENERAL RICARDOS / CALL. SAN PATRICIO,107,11,CARABANCHEL,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,438402.26,4471551.978,false,false
2024S000076,2024-02-01T17:50:00Z,CALL. GENERAL RICARDOS / CALL. SAN PATRICIO,107,11,CARABANCHEL,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,Desconocido,Desconocido,0,Desconocido,438402.26,4471551.978,false,false
2024S000079,2024-02-01T19:00:00Z,CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL,4,16,HORTALEZA,Alcance,Despejado,Turismo,Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,446482.392,4479975.99,false,false
2024S000079,2024-02-01T19:00:00Z,CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL,4,16,HORTALEZA,Alcance,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,446482.392,4479975.99,false,false
2024S000080,2024-02-01T18:25:00Z,AUTOV. M-30 CALZADA INTERIOR PK 11.000,11NC00,2,ARGANZUELA,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,0,Desconocido,442532.186,4471491.082,false,false
2024S000080,2024-02-01T18:25:00Z,AUTOV. M-30 CALZADA INTERIOR PK 11.000,11NC00,2,ARGANZUELA,Alcance,Despejado,Turismo,Conductor,De 65 a 69 años,Mujer,0,Desconocido,442532.186,4471491.082,false,false
2024S000081,2024-02-01T19:30:00Z,CALL. HORTALEZA 96,96,1,CENTRO,Atropello a persona,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,440785.232,4475122.284,false,false
2024S000081,2024-02-01T19:30:00Z,CALL. HORTALEZA 96,96,1,CENTRO,Atropello a persona,Nublado,Bicicleta EPAC (pedaleo asistido),Peatón,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,440785.232,4475122.284,false,false
2024S000082,2024-02-01T19:20:00Z,CALL. EMBAJADORES 181,181,2,ARGANZUELA,Caída,Nublado,Ciclomotor,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441193.487,4471426.043,false,false
2024S000083,2024-02-01T19:40:00Z,AVDA. PESETA / CTRA. BARRIO DE LA FORTUNA,6,10,LATINA,Caída,Nublado,Ciclomotor,Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,434979.79,4469062.521,false,false
2024S000084,2024-02-01T20:57:00Z,CALL. EMILIA / CALL. MONTOYA,40,6,TETUÁN,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,0,Desconocido,441001.043,4480224.952,false,false
2024S000084,2024-02-01T20:57:00Z,CALL. EMILIA / CALL. MONTOYA,40,6,TETUÁN,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,0,Desconocido,441001.043,4480224.952,false,false
2024S000085,2024-02-01T19:30:00Z,PASEO. ALBERTO PALACIOS / CALL. ARENAS,35,17,VILLAVERDE,Atropello a persona,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,439466.585,4466285.623,false,false
2024S000085,2024-02-01T19:30:00Z,PASEO. ALBERTO PALACIOS / CALL. ARENAS,35,17,VILLAVERDE,Atropello a persona,Despejado,Turismo,Peatón,De 70 a 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,439466.585,4466285.623,false,false
2024S000087,2024-02-01T21:30:00Z,AVDA. CARABANCHEL ALTO 61,61,11,CARABANCHEL,Caída,Nublado,Motocicleta > 125cc,Conductor,De 21 a 24 años,Hombre,0,Desconocido,435978.772,4468078.21,false,false
2024S000089,2024-02-01T20:15:00Z,INCORPORACIÓN DE CONDE DE CASAL A M30 CALZADA EXTERIOR,08RT05,13,PUENTE DE VALLECAS,Alcance,Lluvia débil,Turismo,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,443664.55,4473040.994,false,false
